album,zanr
442463,Jazz Rap
450392,Ambient
450392,Drone
450392,Field Recordings
450392,Post-Rock
450392,Spoken Word
453563,Ambient Pop
453563,Dream Pop
453563,Dub
453563,Neo-Psychedelia
453563,Progressive Pop
453567,Ambient Pop
453567,Downtempo
453567,Dream Pop
453567,Dub
453567,Neo-Psychedelia
453567,Trip Hop
469119,Bulgarian Folk Music
469119,Tuvan Throat Singing
469119,White Voice
471234,Black Metal
471234,Dark Folk
471234,Doom Metal
471234,Post-Metal
471234,Post-Rock
471234,Progressive Metal
476330,Art Rock
476330,Big Band
476330,Blues Rock
476330,Jazz Fusion
476330,Jazz-Rock
476330,Progressive Rock
495038,Baroque Music
495038,Christian Liturgical Music
495038,Oratorio
498562,Expressionism
498562,Modern Classical
498562,Orchestral
503443,MPB
503443,Samba
503443,Samba-rock
503443,Tropicália
507076,Hard Bop
507076,Modal Jazz
507076,Post-Bop
507117,Avant-Garde Jazz
507466,Heartland Rock
507466,Rock &amp; Roll
507466,Singer/Songwriter
533540,Ambient
533540,Choral
533540,Cinematic Classical
533540,Impressionism
533540,Orchestral
533540,Video Game Music
574860,Cinematic Classical
574860,Sequencer &amp; Tracker
574860,Video Game Music
574882,Baroque Music
574882,Choral
574882,Film Score
574882,Modern Classical
574882,Orchestral
577763,Ambient Pop
577763,Art Pop
577763,Electro-Industrial
577763,Electronic
577763,Electropop
577763,Luk thung
577763,New Age
577763,Orchestral
577763,Progressive Pop
597785,Hard Rock
597785,Heavy Metal
597785,Progressive Rock
600359,Chamber Music
600359,Modern Classical
601717,Romanticism
601717,Symphony
602177,Free Jazz
602177,Spiritual Jazz
603338,Romanticism
604041,Afrobeat
625893,Alt-Country
625893,Indie Rock
625893,Neo-Psychedelia
626992,Ambient
626992,Drone
626992,Glitch
626992,Noise
634014,Alternative Rock
634014,Art Rock
634014,Emo
634014,Indie Rock
634014,Post-Hardcore
636623,Chamber Folk
636623,Progressive Folk
636623,Singer/Songwriter
650730,New Romantic
650730,Synthpop
661816,Neoclassical Darkwave
690148,Power Metal
690148,Progressive Metal
690148,Symphonic Metal
691058,European Free Jazz
691058,Free Jazz
694802,Ambient
694802,Avant-Folk
694802,Drone
694802,Free Folk
694802,Post-Rock
694802,Psychedelic Folk
694802,Ritual Ambient
702978,Ambient
702978,Cinematic Classical
702978,Epic Music
702978,Film Score
702978,Modern Classical
702978,Post-Minimalism
702978,Post-Rock
703081,Country Rock
703081,Folk Rock
703081,Hard Rock
703081,Singer/Songwriter
707864,Cinematic Classical
707864,Film Score
707864,Orchestral
712947,Alternative Dance
712947,Dance-Punk
712947,Electro-Disco
712947,Indietronica
712947,New Rave
766532,Ambient
766532,Drone
766532,Minimalism
772221,Avant-Garde Jazz
772221,Drone
772221,Experimental Rock
772221,Noise
772221,Noise Rock
772221,Onkyo
772221,Turntable Music
786527,Acid Rock
786527,Blues Rock
786527,Hard Rock
786527,Interview
786527,Psychedelic Rock
789451,Contemporary Folk
789451,Folk Rock
789451,Singer/Songwriter
789949,Hard Rock
789949,Heavy Metal
789949,Traditional Doom Metal
793441,Baroque Music
801167,Hard Rock
801167,Heavy Metal
801167,Speed Metal
836740,Ambient
836740,Art Pop
836740,Art Pop
836740,Electroacoustic
836740,Experimental
836740,Post-Minimalism
836740,Spoken Word
836740,Tape Music
842268,Romanticism
857996,Art Rock
857996,Progressive Metal
857996,Progressive Rock
858756,Avant-Garde Jazz
858756,Post-Bop
863683,Honky Tonk
863683,Proto-Punk
863683,Rock &amp; Roll
872173,Ambient
872173,Dark Ambient
872173,Dark Folk
872173,Nordic Folk Music
872173,Progressive Folk
891139,Avant-Garde Jazz
891139,Post-Bop
891139,Ragtime
901577,Abstract Hip Hop
901577,Arabesque Rap
901577,Boom Bap
901577,Conscious Hip Hop
923022,Acoustic Rock
923022,Alternative Rock
923022,Folk Punk
923022,Folk Rock
929689,Heavy Metal
929689,Traditional Doom Metal
964277,Ambient Pop
964277,Dream Pop
964277,Dub
964277,Neo-Psychedelia
964277,Neo-Psychedelia
964277,Progressive Pop
964599,Electro House
964599,French House
964599,Mashup
964599,Progressive House
968906,Expressionism
968906,Modern Classical
968906,Romanticism
972667,Death Metal
972667,Progressive Metal
972667,Progressive Rock
999417,Electronic
999417,Film Soundtrack
999417,Western Classical Music
1008755,Hard Rock
1008755,Pop Rock
1019220,Electronic
1019220,Neo-Psychedelia
1019220,Noise Pop
1019220,Psychedelic Pop
1033745,Death Metal
1033745,Progressive Metal
1033745,Progressive Rock
1039131,Choral
1039131,Romanticism
1039131,Symphony
1052924,Alternative Rock
1052924,Art Pop
1052924,Art Rock
1052924,Dream Pop
1052924,Electronic
1064977,2-Step
1064977,Ambient
1064977,Dubstep
1064977,Future Garage
1088845,Choral
1088845,Christian Liturgical Music
1088845,Classical Period
1094980,Expressionism
1094980,Modern Classical
1094980,Orchestral
1115450,Drone Metal
1115450,Heavy Psych
1115450,Japanese Hardcore
1115450,Noise
1115450,Noise Rock
1115450,Post-Metal
1115450,Post-Rock
1115450,Stoner Rock
1142511,Art Pop
1142511,Electropop
1142511,Electropop
1142511,Minimal Techno
1142511,Synthpop
1142511,Tech House
1154150,Avant-Garde Jazz
1154150,ECM Style Jazz
1154150,Post-Bop
1168334,Minimalism
1205408,Alternative Rock
1205408,Dance-Pop
1205408,Electronic
1205408,Hip Hop
1205408,House
1205408,Illbient
1205408,J-Pop
1205408,Nu Skool Breaks
1205408,Sophisti-Pop
1205408,Trip Hop
1205408,Video Game Music
1205413,Dark Ambient
1205413,Illbient
1205413,Industrial Rock
1205413,Sequencer &amp; Tracker
1205413,Video Game Music
1206880,Drone
1206880,Gothic Rock
1206880,Lo-Fi / Slacker Rock
1206880,Post-Industrial
1206880,Post-Punk
1206880,Post-Rock
1206880,Shoegaze
1225777,Thrash Metal
1231218,Choral
1231218,Concerto
1231218,Modern Classical
1263018,Electronic
1263018,Experimental Rock
1263018,Krautrock
1263018,Post-Industrial
1315243,Americana
1315243,Gothic Country
1315243,Gothic Rock
1326092,Classical Period
1326092,Romanticism
1326092,Symphony
1414337,Experimental Big Band
1414337,Free Jazz
1414337,Spiritual Jazz
1501671,Acoustic Rock
1501671,Blues Rock
1501671,Pop Rock
1501671,Singer/Songwriter
1525373,Classical Period
1525373,Romanticism
1525373,Symphony
1550515,Acoustic Rock
1550515,Art Rock
1550515,Progressive Rock
1550515,Psychedelic Rock
1550515,Space Rock
1670913,Alternative Rock
1670913,Dance-Pop
1670913,Nu-Disco
1670913,Piano Rock
1670913,Pop Rock
1670913,Shibuya-kei
1670913,Video Game Music
1712006,Blues Rock
1712006,Blues Rock
1712006,Contemporary Folk
1712006,Roots Rock
1712006,Singer/Songwriter
1763021,Metalcore
1763021,Progressive Metal
1793672,Bolero
1793672,Cuban Music
1793672,Danzón
1793672,Descarga
1793672,Guajira
1793672,Guaracha
1793672,Son cubano
1819704,European Free Jazz
1819704,Free Improvisation
1819704,Free Jazz
1894233,Cinematic Classical
1894233,Classical Waltz
1894233,Orchestral
1894233,Space Ambient
1894233,Video Game Music
1894992,Heavy Psych
1894992,Progressive Metal
1894992,Sludge Metal
1894992,Stoner Metal
1895487,Blues Rock
1895487,Hard Rock
1895487,Jazz-Rock
2068942,Romanticism
2068942,Symphony
2069058,Avant-Folk
2069058,Drone
2069058,Free Folk
2069058,Neo-Medieval Folk
2069058,Noise
2069058,Psychedelic Folk
2069058,Ritual Ambient
2069058,Tribal Ambient
2110834,Contemporary Folk
2110834,Contemporary Folk
2110834,Singer/Songwriter
2158656,16-bit
2158656,Ambient
2158656,Psybient
2158656,Sea Shanties
2158656,Sounds and Effects
2158656,Video Game Music
2192747,Dream Pop
2192747,Indie Pop
2192747,Indietronica
2192747,Progressive Pop
2192747,Shoegaze
2192747,Twee Pop
2325993,Folk Pop
2325993,Power Pop
2325993,Psychedelic Pop
2346950,Free Improvisation
2346950,Harsh Noise
2346950,Japanese Hardcore
2346950,Noise
2346950,Noise Rock
2466366,Grunge
2466366,Noise Rock
2477939,Heartland Rock
2477939,Pop Rock
2477939,Rock
2665585,Glitch Hop
2665585,IDM
2665585,Instrumental Hip Hop
2665585,Nu Jazz
2665585,Wonky
2665585,Wonky
2696633,Chamber Folk
2696633,Progressive Folk
2696633,Singer/Songwriter
2829672,Alternative Dance
2829672,Dance-Punk
2829672,Electro-Disco
2829672,Indietronica
2829672,New Rave
2829672,New Wave
2896889,Choral
2896889,Cinematic Classical
2896889,Classical Crossover
2896889,Neoclassical New Age
2896889,Neoclassical New Age
2896889,New Age
2896889,Video Game Music
3026355,Experimental Rock
3026355,Math Rock
3026355,Midwest Emo
3026355,Post-Rock
3026355,Progressive Rock
3026362,Art Rock
3026362,Experimental Rock
3026362,Math Rock
3026362,Midwest Emo
3026362,Post-Hardcore
3039913,Alternative Rock
3039913,Art Rock
3039913,Experimental Rock
3039913,Neo-Psychedelia
3039913,Progressive Rock
3039913,Psychedelic Pop
3039913,Psychedelic Rock
3050748,Art Pop
3050748,Hip Hop
3050748,Pop Rap
3322739,Chamber Folk
3322739,Chamber Pop
3322739,Folk Pop
3322739,Indie Folk
3322739,Progressive Folk
3377949,Ambient
3377949,Electronic
3377949,Impressionism
3377949,Progressive Electronic
3377949,Video Game Music
3380439,Art Pop
3380439,Baroque Pop
3380439,Progressive Pop
3380439,Psychedelic Pop
3380439,Sound Collage
3380439,Sunshine Pop
3481999,Progressive Metal
3481999,Progressive Rock
3513308,Baroque Music
3597082,Conscious Hip Hop
3597082,Hardcore Hip Hop
3597082,Pop Rap
3597082,West Coast Hip Hop
3602159,Conscious Hip Hop
3602159,Experimental Hip Hop
3602159,Hardcore Hip Hop
3659722,Ambient
3659722,Cinematic Classical
3659722,Classical Waltz
3659722,Cool Jazz
3659722,Jazz Fusion
3659722,Romanticism
3659722,Sequencer &amp; Tracker
3659722,Sounds and Effects
3659722,Video Game Music
3805982,Chopped and Screwed
3805982,Experimental Hip Hop
3805982,Gangsta Rap
3805982,Horrorcore
3805982,Jazz Rap
3805982,Memphis Rap
3805982,Southern Hip Hop
3873725,Drone
3873725,Experimental Rock
3873725,Neofolk
3873725,Noise Rock
3873725,Post-Rock
3873725,Totalism
3892102,Abstract Hip Hop
3892102,Experimental Hip Hop
3892102,Glitch Hop
3892102,Hardcore Hip Hop
3892102,Industrial Hip Hop
3905558,Art Pop
3905558,Jazz Pop
3905558,Piano Rock
3905558,Singer/Songwriter
4040583,Alternative R&amp;B
4040583,Contemporary R&amp;B
4040583,Neo-Soul
4040583,Psychedelic Soul
4354997,Gangsta Rap
4354997,Jazz Rap
4568422,Electro-Industrial
4568422,Experimental Hip Hop
4568422,Hardcore Hip Hop
4568422,Industrial Hip Hop
4646591,Country Rock
4646591,Folk Rock
4646591,Singer/Songwriter
4648303,Ambient
4648303,Dark Ambient
4648303,Drone
4648303,Electroacoustic
4648303,Glitch
4648303,Noise
4648303,Post-Minimalism
4700253,Country Rock
4700253,Jam Band
4700253,Psychedelic Rock
4700253,Roots Rock
4818053,Avant-Folk
4818053,Contemporary Folk
4818053,Field Recordings
4818053,Singer/Songwriter
4934447,Folk Rock
4934447,Singer/Songwriter
4986488,Ambient
4986488,Dark Ambient
4986488,Downtempo
4986488,Electronic
4986488,Impressionism
4986488,Progressive Electronic
4986488,Video Game Music
5196775,Drone
5196775,Experimental Rock
5196775,No Wave
5196775,Noise Rock
5196775,Post-Rock
5196775,Totalism
5200146,Avant-Folk
5200146,Contemporary Folk
5200146,Field Recordings
5200146,Singer/Songwriter
5287875,Alternative Dance
5287875,Dance-Punk
5287875,Electro-Disco
5287875,Indietronica
5287875,New Rave
5287875,New Wave
5287875,Synthpop
5583989,Hard Rock
5583989,Heavy Metal
5583989,Progressive Rock
5785582,Blues Rock
5785582,Country Rock
5785582,Folk Rock
5785582,Roots Rock
5785582,Singer/Songwriter
6053920,Funk
6053920,Funk Rock
6053920,Neo-Soul
6053920,Psychedelic Soul
6136253,Ambient Pop
6136253,Chamber Folk
6136253,Indie Folk
6136253,Singer/Songwriter
6286502,Conscious Hip Hop
6286502,Funk
6286502,Jazz Rap
6286502,Neo-Soul
6286502,Poetry
6286502,Political Hip Hop
6286502,West Coast Hip Hop
6542513,Choral
6542513,Christian Liturgical Music
6542513,Cinematic Classical
6542513,Modern Classical
6542513,Video Game Music
6579129,Ambient
6579129,Dark Ambient
6579129,Downtempo
6579129,Electro-Industrial
6579129,Electronic
6579129,Electronic Dance Music
6579129,Instrumental Hip Hop
6579129,Post-Industrial
6579129,Sequencer &amp; Tracker
6579129,Video Game Music
6767613,16-bit
6767613,Ambient
6767613,Chiptune
6767613,Sequencer &amp; Tracker
6767613,Video Game Music
6778371,Blues Rock
6778371,Contemporary Folk
6778371,Folk Rock
6778371,Singer/Songwriter
6793952,Art Rock
6793952,Experimental Rock
6793952,Garage Rock
6793952,Jam Band
6793952,Pop Rock
6793952,Proto-Punk
6847528,Abstract Hip Hop
6847528,Digital Hardcore
6847528,Electro-Industrial
6847528,Experimental Hip Hop
6847528,Glitch Hop
6847528,Industrial Hip Hop
6847528,Noise Rock
6847528,Synth Punk
6853748,Art Rock
6853748,Electronic
6853748,Experimental Rock
6853748,Jazz-Rock
7048527,Art Rock
7048527,Garage Rock Revival
7048527,Indie Rock
7048527,Power Pop
7381986,Ambient Pop
7381986,Art Pop
7381986,Art Rock
7381986,Chamber Pop
7381986,Electronic
7391195,Garage Punk
7391195,Garage Rock
7391195,Heavy Psych
7391195,Noise Rock
7391195,Psychedelic Rock
7522584,Abstract Hip Hop
7522584,Digital Hardcore
7522584,Experimental Hip Hop
7522584,Experimental Rock
7522584,Glitch Hop
7522584,Hardcore Hip Hop
7522584,Industrial Hip Hop
7522584,Noise Rock
7522584,Noise Rock
7522584,Rap Rock
7522584,Synth Punk
7548871,Abstract Hip Hop
7548871,Experimental Hip Hop
7548871,Hardcore Hip Hop
7548871,Industrial Hip Hop
7548871,Post-Punk
7572286,Art Rock
7572286,British Rhythm &amp; Blues
7572286,Experimental Rock
7572286,Progressive Rock
7572286,Psychedelic Pop
7572286,Psychedelic Rock
7572286,Space Rock
7630705,Alt-Pop
7630705,Alternative R&amp;B
7630705,Ambient Pop
7630705,Art Pop
7630705,Neo-Soul
7630705,Singer/Songwriter
7646634,Avant-Prog
7646634,Experimental Rock
7646634,Jazz-Rock
7646634,Progressive Rock
7724093,Ambient Pop
7724093,Art Pop
7724093,Art Rock
7724093,Progressive Pop
7804852,Boom Bap
7804852,Conscious Hip Hop
7804852,East Coast Hip Hop
7804852,Jazz Rap
7804852,Neo-Psychedelia
7804852,Political Hip Hop
7851168,Blues Rock
7851168,Contemporary Folk
7851168,Folk Rock
7851168,Singer/Songwriter
7998671,Acid Jazz
7998671,Alternative Rock
7998671,Disco
7998671,Jazz Fusion
7998671,Jazz-Funk
7998671,Lounge
7998671,Lounge
7998671,Nu Jazz
7998671,Video Game Music
8021508,Indie Folk
8021508,Singer/Songwriter
8021508,Slowcore
8048135,Art Rock
8048135,Blue-Eyed Soul
8048135,Funk Rock
8048135,Glam Rock
8048135,Pop Rock
8082182,Ambient
8082182,Cinematic Classical
8082182,Cinematic Classical
8082182,Classical Crossover
8082182,Epic Music
8082182,Neoclassical New Age
8082182,New Age
8082182,Video Game Music
8094725,Folk Rock
8094725,Funk Rock
8094725,Jam Band
8094725,Psychedelic Rock
8094725,Roots Rock
8128922,Art Rock
8128922,Blue-Eyed Soul
8128922,Glam Rock
8128922,Hard Rock
8128922,Pop Rock
8143331,Big Band
8143331,Cinematic Classical
8143331,Halloween Music
8143331,Jazz Fusion
8143331,Jazz-Rock
8143331,Klezmer
8143331,Orchestral
8143331,Spaghetti Western
8143331,Surf Rock
8143331,Third Stream
8143331,Traditional Folk Music
8143331,Video Game Music
8176770,Ambient Pop
8176770,Art Pop
8176770,Chamber Folk
8176770,Folktronica
8176770,Indie Folk
8176770,Progressive Pop
8176770,Singer/Songwriter
8291404,Drone
8291404,Experimental Rock
8291404,Noise Rock
8291404,Post-Rock
8291404,Totalism
8313423,Ambient
8313423,Dark Ambient
8313423,Dark Jazz
8313423,Drone
8313423,Television Music
8410429,Alternative R&amp;B
8410429,Neo-Psychedelia
8410429,Neo-Soul
8410429,Pop Rap
8410429,Synth Funk
8410429,West Coast Hip Hop
8440075,Alternative Rock
8440075,Garage Rock
8440075,Power Pop
8440075,Punk Rock
8618385,Abstract Hip Hop
8618385,Boom Bap
8618385,Conscious Hip Hop
8618385,East Coast Hip Hop
8618385,Hardcore Hip Hop
8618385,Jazz Rap
8778911,Alternative R&amp;B
8778911,Ambient Pop
8778911,Art Pop
8778911,Electronic
8778911,Experimental Hip Hop
8778911,Neo-Soul
8786836,Avant-Folk
8786836,Chamber Folk
8786836,Chamber Jazz
8786836,Progressive Folk
8786836,Singer/Songwriter
8857731,Indie Rock
8857731,Power Pop
8857731,Singer/Songwriter
9049220,Art Rock
9049220,Electronic
9049220,Experimental Rock
9049220,Glam Rock
9066870,16-bit
9066870,Ambient
9066870,Cinematic Classical
9066870,Drone
9066870,East Asian Classical Music
9066870,Impressionism
9066870,Modern Classical
9066870,New Age
9066870,Post-Minimalism
9066870,Reductionism
9066870,Video Game Music
9129504,Blues Rock
9129504,Country Rock
9129504,Folk Rock
9129504,Singer/Songwriter
9186703,Art Pop
9186703,Experimental Hip Hop
9186703,Neo-Psychedelia
9186703,Pop Rap
9486927,Art Punk
9486927,Industrial Rock
9486927,No Wave
9486927,Noise Rock
9486927,Post-Hardcore
9486927,Post-Punk
9578821,Contemporary Folk
9578821,Folk Rock
9578821,Singer/Songwriter
9616308,Art Rock
9616308,Glam Rock
9616308,Pop Rock
9662313,Art Rock
9662313,Jazz-Rock
9662313,Post-Punk
9753704,Abstract Hip Hop
9753704,Drumless
9753704,Experimental Hip Hop
9753704,Glitch Hop
9753704,Jazz Rap
9999224,Art Pop
9999224,Baroque Pop
9999224,Dream Pop
9999224,Progressive Pop
9999224,Psychedelic Pop
10059163,Grunge
10059163,Noise Rock
10059163,Punk Rock
10255382,Alternative R&amp;B
10255382,Experimental Hip Hop
10255382,Neo-Psychedelia
10255382,Neo-Soul
10255382,Psychedelic Soul
10255382,Synth Funk
10480242,Grunge
10480242,Noise Rock
10480242,Post-Hardcore
10506478,Abstract Hip Hop
10506478,Boom Bap
10506478,Turntablism
10734616,Indie Rock
10734616,Pop Punk
10734616,Power Pop
10734616,Punk Rock
10989283,Ambient
10989283,Art Rock
10989283,Dark Ambient
10989283,Post-Rock
10989283,Video Game Music
11315319,Contemporary Folk
11315319,Singer/Songwriter
11643355,Avant-Folk
11643355,Drone
11643355,Indie Folk
11643355,Progressive Folk
11643355,Psychedelic Folk
11643355,Singer/Songwriter
11643355,Slowcore
12102815,Americana
12102815,Dream Pop
12102815,Heartland Rock
12102815,Indie Rock
12102815,Neo-Psychedelia
12157822,Acid Rock
12157822,Garage Punk
12157822,Garage Rock
12157822,Heavy Psych
12157822,Krautrock
12157822,Progressive Rock
12157822,Psychedelic Rock
12556853,Country Rock
12556853,Hard Rock
12984831,Conscious Hip Hop
12984831,Jazz Rap
12984831,Neo-Soul
12984831,Orchestral
12984831,UK Hip Hop
13491134,Abstract Hip Hop
13491134,Experimental
13491134,Experimental Hip Hop
13491134,Experimental Rock
13491134,Glitch
13491134,Glitch Hop
13491134,Industrial Hip Hop
13491134,Neo-Psychedelia
13491134,Sound Collage
13517870,Ambient
13517870,Chamber Folk
13517870,New Age
13517870,Singer/Songwriter
13762028,Alternative R&amp;B
13762028,Cloud Rap
13762028,Experimental Hip Hop
13762028,Glitch Hop
13762028,Hardcore Hip Hop
13762028,Hardcore Hip Hop
